bay,pH,EC
201,5.9,3
201,5.9,3
201,5.9,3
201,5.9,3
201,5.9,3
201,5.9,3
201,5.9,3
201,5.9,3
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
202,6,2.6
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
203,5.9,2.8
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
204,6.2,2.4
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
205,6,2.6
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
207,6,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
208,6.1,2.5
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
209,6.2,1.9
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
210,6.1,2.5
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
202,6.1,2.5
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
203,6,2.6
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
206,6.3,2.1
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
207,6.2,2.2
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
201,5.7,2.8
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
202,5.9,2.5
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
203,5.8,2.7
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
204,6.1,2.4
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
205,5.9,2.5
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
207,5.9,2.3
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
208,5.9,2.4
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
209,6,1.8
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
210,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
202,6,2.3
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
203,6,2.4
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
204,6.1,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
206,6,2.1
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
207,6,2.2
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
208,6,2.3
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
209,6.1,1.6
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
210,6.1,2.4
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
201,5.9,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
202,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
204,6.2,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
205,6,2.2
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
206,6.2,2.1
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
207,6.1,2.2
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
208,6.2,2.3
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
210,6.2,2.4
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
201,6.1,2.5
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
202,6.5,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
203,6.3,2.4
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
204,6.7,2.2
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
205,6.2,2.3
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
206,6.7,2.1
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
207,6.4,2.2
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
208,6.6,2.3
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
209,6.6,1.7
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
210,6.5,2.4
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
201,5.7,2.6
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
202,6.1,2.4
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
203,6,2.5
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
204,6.3,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
205,6,2.3
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
206,6,2.2
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
207,6.2,2.3
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
208,6.2,2.4
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
209,6.3,1.7
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
210,6.3,2.5
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
202,6.2,2.6
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
203,6.1,2.7
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
204,6.4,2.5
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
205,6.1,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
206,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
207,6.3,2.4
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
208,6.3,2.5
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
209,6.4,1.9
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
210,6.3,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
201,5.9,2.7
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
202,6,2.9
203,6.1,2.9
203,6.1,2.9
203,6.1,2.9
